target,condition,gene_name,set,mine_log2fc,authors_log2fc,mine_adj_p,authors_adj_p
SUV39H1,Stim8hr,IL5,Th2,-1.9196255534848652,-2.165114470088857,0.7175003073640023,0.73627450142031
SUV39H1,Stim8hr,STAT1,Th1,-0.016018535734273247,-0.0163090006755981,0.9886075060246827,0.9999783354536366
SUV39H1,Stim8hr,STAT4,Th1,0.6363454681711563,0.6235586709630104,0.11180492851622163,0.1072187011402766
SUV39H1,Stim8hr,STAT6,Th2,0.008818989017403583,0.0167735689986931,0.992145902934806,0.9999783354536366
SUV39H1,Stim8hr,IL13,Th2,0.16651834886150543,0.1620157255661315,0.9719089449970041,0.9999783354536366
SUV39H1,Stim8hr,CXCR3,Th1,-0.4053770740202789,-0.4041261582172038,0.6027585455089882,0.6081223677698785
SUV39H1,Stim48hr,TBX21,Th1,-0.13040740992703975,-0.1167583658300296,0.9994031677624643,0.9999715913520664
SUV39H1,Stim48hr,GATA3,Th2,0.03768488469670497,0.0632785604456598,0.9994031677624643,0.9999715913520664
SUV39H1,Stim48hr,IFNG,Th1,-0.15055519000653295,-0.0797364432329447,0.9994031677624643,0.9999715913520664
SUV39H1,Stim48hr,IL4,Th2,-0.8098344875803861,-0.8060601339294002,0.9994031677624643,0.9999715913520664
SUV39H1,Stim48hr,IL5,Th2,0.7785722903309669,0.5777242585466954,0.9994031677624643,0.9999715913520664
SUV39H1,Stim48hr,STAT1,Th1,0.0973989715440145,0.0811393585039654,0.9994031677624643,0.9999715913520664
SUV39H1,Stim48hr,STAT4,Th1,0.0015914057542431165,-0.0418093124530616,0.9994031677624643,0.9999715913520664
SUV39H1,Stim48hr,STAT6,Th2,-0.09686892303035709,-0.1098962352438158,0.9994031677624643,0.9999715913520664
SUV39H1,Stim48hr,IL13,Th2,-0.5299795038785043,-0.6066687480291099,0.9994031677624643,0.9999715913520664
SUV39H1,Stim48hr,CXCR3,Th1,0.03202468723580298,0.0335875713628041,0.9994031677624643,0.9999715913520664
SUV39H2,Rest,TBX21,Th1,0.08371370785555766,0.1065602141839215,0.999949141363671,0.9999989364856732
